domain,category,title,url,source,expected_type,tags
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1243615/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1577485/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/313181/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/838599/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/51153749/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/511962/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/198934/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/874420/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/759043/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/18042/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1473261/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/91595011/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/98169561/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/363815/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1699784/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/975992/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/88482064/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/59657876/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1543285/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/87985652/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1693310/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1828002/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1158507/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1144731/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/526339/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/133044387/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1789611/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/79945213/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1582713/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1863270/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1577160/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1728726/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1692328/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/170098957/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/194561470/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/529047/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1159099/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1711998/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/32811487/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/46863673/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1076997/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/849616/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/213340/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/164038868/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/288997/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/133190430/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/124606142/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/251353/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/139118497/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/130835646/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/69542729/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/54544239/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/96085858/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/21713401/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/104763396/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/51906627/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/28740054/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/82084445/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/37313227/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/98853113/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1120139/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/803172/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1480466/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/1824281/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/397599/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/107503577/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/225447/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/680600/,indiankanoon,html,property;legal
property_rights,case_law,Full Document,https://indiankanoon.org/doc/72126677/,indiankanoon,html,property;legal
